Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,LF20_EVT_5,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,dist_pole,x,y
NM3679710510620161108,A0E343BE-72A1-4ADF-BBB3-2A23E44F0C95,VALLE VIDAL RX-WHITMAN VEGA,Prescribed Fire,"10005790",MTBS,Initial,"1920","36.796","-105.107",2016/11/08,"803303420160310","803303420170225",,"-30","32","-970","-150","50","9999","9999",,7273.216948367678015,7146.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.008821743599308,-105.1092912866,36.7883892505
CO4087610555120170406,,RED FEATHER,Prescribed Fire,"10011515",MTBS,Extended,"1582","40.86","-105.552",2017/04/06,"803403220150806","803403220170827","703403220170515","-27","23","-970","-150","50","9999","9999",,7277.262728551336295,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.010261917234997,-105.5516857687,40.8595017332
NM3632510696520170508,,MOYA PRESCRIBED BURN 2017,Prescribed Fire,"10008867",MTBS,Initial,"3184","36.33","-106.963",2017/05/08,"803403520160605","803403520170523",,"39","23","-970","-150","80","290","570",,7073.973040927503462,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.014340075211345,-106.9586952091,36.3298282580
NM3658710602220170516,8A6052CA-D2E2-49DB-9EB0-97B7F29548A9,HONDITO,Wildfire,"10009163",MTBS,Initial,"6949","36.608","-106.02",2017/05/15,"803403520160707","803403520170710",,"-24","21","-970","-150","10","9999","9999","modified GeoMAC perimeter. Earlier burned area visible immediately to southeast. primarily low severity
",7062.695520000000215,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.016348608366503,-106.0410678945,36.6287270302
CO3759410851320170530,,TRIMBLE POINT RX 2017,Prescribed Fire,"10009161",MTBS,Initial,"1454","37.645","-108.496",2017/05/30,"803503420160714","803503420170615",,"-28","19","-970","-150","30","315","9999",,7224.496490692707084,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008389366606294,-108.4967783590,37.6411917542
NM3661310619920170603,9223556D-A0A4-47E7-90CA-11ED0FD1EE5F,BONITA,Wildfire,"10010336",MTBS,Initial,"7754","36.58","-106.149",2017/06/03,"803403520160621","803403520170710",,"-15","17","-970","-150","35","295","530",Copied previously mapped fire from  NM3658410614620170701 (Event ID 10009205). Didn't originally map. Offsets and perimeter kept the same,7064.075291014392860,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.017162200578968,-106.1601176988,36.5960886877
NM3581510657020170615,04B44B4D-5F6E-4E83-9497-95928F2D272C,CAJETE,Wildfire,"10008876",MTBS,Extended,"1433","35.809","-106.559",2017/06/15,"803403520160909","803403520180814","803403520170624","39","33","-970","-150","65","305","600",,7140.643101305158780,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009924735071199,-106.5525336069,35.8116840939
WY4117410626120170703,6BFF9F68-B22A-427E-BBEE-5AE2A9E3BA9F,KEYSTONE,Wildfire,"10009466",MTBS,Extended,"2784","41.174","-106.281",2017/07/03,"803403120160621","803403120180627","803503120170903","-11","18","-970","-150","30","295","530",Modified GeoMAC perimter.,7109.307569466624045,7050.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",0.012941735946003,-106.2897645986,41.1755116083
NM3627610668220170708,BC39EC89-BE64-44CF-88E0-AAF406992274,OJITOS,Wildfire,"10008879",MTBS,Extended,"3260","36.276","-106.676",2017/07/08,"803403520160723","803403520180729","803403520171014","-7","23","-970","-150","50","9999","9999",GeoMAC perimeter with minor edits.,7058.124181669394602,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.013992180978794,-106.6736957707,36.2751222794
CO3717510737520170802,D54B2837-B3B2-4A38-A9AE-F6AA9343F28A,EIGHT FOUR TWO,Wildfire,"10009155",MTBS,Initial,"5954","37.207","-107.413",2017/08/02,"803403420160909","803403420170827",,"1","22","-970","-150","30","9999","9999",,7435.916536020903550,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.014205787736794,-107.4101392241,37.2030435011
CO4092510688420170819,A63D1E87-75AB-4224-91FF-44CDFD42FCFD,BIG RED,Wildfire,"10009333",MTBS,Extended,"2868","40.926","-106.86",2017/08/19,"803503220160730","803503220180704","703503220171013","41","21","-970","-150","75","330","625",,7094.883138046093336,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.011205059930090,-106.8817261246,40.9261702459
CO4060010711020170904,ADC01442-26A2-4191-B0AC-4FECAC3B4EA5,DEEP CREEK,Wildfire,"10009336",MTBS,Extended,"4019","40.592","-107.102",2017/09/04,"803503220160714","803503220180704","703503220171013","17","27","-970","-150","90","295","595",,7143.406258654112207,7050.000000000000000,7011.000000000000000,Rocky Mountain Aspen Forest and Woodland,"7011","2011",Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,"602","Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,"192","255","138","0.752941","1.000000","0.541176",0.014012776774792,-107.1103665112,40.5907144296
CO3759010839120170905,AE2088FC-F3CE-4BFB-A7B9-6631FE4C43F9,DRAW,Wildfire,"10009156",MTBS,Initial,"1410","37.585","-108.405",2017/09/05,"803503420160916","803503420170919",,"4","17","-970","-150","50","9999","9999",,7113.845474613686747,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009587330977511,-108.4104328642,37.5837952968
NM3572510679220170915,D8C5B64D-88A4-4711-B3C5-44632B452CAD,DEER CREEK,Wildfire,"10008884",MTBS,Extended,"1031","35.724","-106.797",2017/09/15,"803403520160723","803403520180729","803403520171014","8","11","-970","-150","50","9999","9999",,7153.864155005381690,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008384858337327,-106.8032393339,35.7237686559
NM3583710660220171024,38F94CE5-70D3-40E3-A136-84FACFF823FF,BANCO BONITO RX,Prescribed Fire,"10008894",MTBS,Initial,"1140","35.842","-106.577",2017/10/24,"803403520161027","803403520171030",,"-40","19","-970","-150","50","9999","9999",,7330.004283489096451,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007655694140888,-106.5860127974,35.8421333304
CO3849910842320171114,,UNNAMED,Prescribed Fire,"10009150",MTBS,Initial,"2758","38.51","-108.413",2017/11/14,"803503320161103","803503320171122",,"-72","24","-970","-150","-10","9999","9999",,7083.547017515537846,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007909597935281,-108.4107907081,38.5035438653
CO3849510481220180224,367EEC77-05E9-4A67-B42F-A236FE32A4CA,APACHE COMPLEX,Wildfire,"10013282",MTBS,Initial,"5182","38.498","-104.82",2018/02/24,B13SEC20180218_30m,A13SEC20180315_30m,,"-1","10","-970","-150","50","9999","9999",,7183.498111587982748,7149.000000000000000,7149.000000000000000,Western Great Plains Shortgrass Prairie,"7149","2149",He Western Great Plains Shortgrass Prairie,Herb,Grassland,"648",Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","142","66","1.000000","0.556863","0.258824",0.013951228630948,-104.8061438582,38.4994406639
NM3535710564020180302,B7968377-CE33-4CB5-A6F1-9632933E4944,EAST ROWE MESA RX BP,Prescribed Fire,"10012988",MTBS,Initial,"2734","35.375","-105.606",2018/03/02,"803303520180228","803303520180316",,"4","6","-970","-150","30","190","400",,7124.604658739208389,7059.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.010129990593110,-105.5989950142,35.3687553777
CO4086310554820180316,,RED FEATHER RX,Prescribed Fire,"10014411",MTBS,Extended,"2129","40.849","-105.576",2018/03/16,B13TDF20170716_30m,A13TDF20190721_30m,,"-37","20","-970","-150","-9999","270","9999",,7109.000940144155720,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008463054866931,-105.5667694233,40.8410998334
NM3677010519320180405,,LOOP ROAD RX,Prescribed Fire,"10011452",MTBS,Extended,"5688","36.754","-105.173",2018/04/05,"803303520170617","803303420190623","803303420180503","38","19","-970","-150","65","320","620",,7083.272531600986440,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.021279375872762,-105.1703157896,36.7531100837
CO3792810853320180526,3E6EE7FF-E789-4031-9F24-E35DBECFA4D7,HORSE PARK,Wildfire,"10011454",MTBS,Extended,"1351","37.941","-108.52",2018/05/26,"803503420170717","803603320190628","803503420180602","-9","16","-970","-150","50","270","535",,7104.505095332018755,7051.000000000000000,7016.000000000000000,Colorado Plateau Pinyon-Juniper Woodland,"7016","2016",Tr Colorado Plateau Pinyon-Juniper Woodland,Tree,Conifer,"630",Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"121","255","94","0.474510","1.000000","0.368627",0.009104480655918,-108.5194899650,37.9405911059
NM3655310510320180531,7A8CF986-FAE5-4A85-9C51-2DDE55EBA3E1,UTE PARK,Wildfire,"10012959",MTBS,Extended,"30177","36.533","-105.028",2018/05/31,"803303520170804","803303520190709",,"-14","9","-970","-150","80","250","520",,7097.643218190928565,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.036168713431652,-105.0402720728,36.5322219511
CO3746110780820180601,74A8D389-EF55-4C4E-A0A9-49C2495CF697,"416",Wildfire,"10014571",MTBS,Extended,"55123","37.493","-107.903",2018/06/01,"803503420170919","803503420190909",,"-23","36","-970","-150","45","255","495",,7073.871624593014531,7052.000000000000000,7011.000000000000000,Rocky Mountain Aspen Forest and Woodland,"7011","2011",Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,"602","Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,"192","255","138","0.752941","1.000000","0.541176",0.050779009295385,-107.8929688130,37.4680071294
NM3698710394020180607,5FB755E2-0A1E-429D-A0E2-73472124DFA3,EMERY GAP,Wildfire,"10013044",MTBS,Extended,"1355","37.001","-103.938",2018/06/07,"803203420170712","803203420190718",,"41","19","-970","-150","60","290","545",,7092.560571240971512,7059.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009575983719051,-103.9361984772,37.0011454262
CO3751310811120180608,6C3B0E81-A6E4-49DE-A40D-B7B84A62F294,BURRO,Wildfire,"10013831",MTBS,Extended,"5242","37.513","-108.096",2018/06/08,B13SBB20170629_30m,B13SBB20190709_30m,,"-23","27","-970","-150","75","290","595",,7108.185589334239012,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.008231451687144,-108.1307288111,37.5290405511
WY4102310619920180610,A650CEA4-9C6D-497F-8E71-BC1B4EDCF4A1,BADGER CREEK,Wildfire,"10014671",MTBS,Extended,"20752","41.055","-106.11",2018/06/10,"803503120170701","803403220190716",,"-14","24","-970","-150","35","278","535",,7134.787747577810478,7050.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",0.028617801900283,-106.0721270470,41.0437554139
NM3619710545320180624,CAFB928E-2A7C-4231-BD53-FB24BDDACD51,SARDINAS CANYON,Wildfire,"10012963",MTBS,Extended,"2448","36.196","-105.46",2018/06/24,"803303520170804","803303520190709",,"-12","23","-970","-150","80","240","520",,7055.447521336481259,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.009340174436855,-105.4667960749,36.1916202851
CO3749610529120180627,79995136-F4E3-4613-9F1C-F05EF3076EA6,SPRING CREEK,Wildfire,"10011453",MTBS,Extended,"107108","37.543","-105.144",2018/06/27,"803303420170719","803303420190709","803303420180722","49","18","-970","-150","50","324","620",,7230.452801043098589,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.057196756761129,-105.1785431482,37.5055023863
CO3981210599520180628,1128D5A9-D413-4F13-8B14-1E947552A924,SUGARLOAF,Wildfire,"10013023",MTBS,Extended,"1216","39.813","-105.982",2018/06/28,"803403220170710","803403220190716",,"-24","18","-970","-150","65","319","600",,7136.806204379561677,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.008817725292944,-105.9868243885,39.8095885268
CO3905510606920180628,8AB9239F-2B25-41A6-9D6A-F0DD03B579B6,WESTON PASS,Wildfire,"10014419",MTBS,Extended,"13169","39.032","-106.025",2018/06/28,A13SDD20180626_30m,B13SDD20190815_30m,,"-31","12","-970","-150","65","295","585",,7100.609120686161987,7052.000000000000000,7051.000000000000000,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,"7051","2051",Tr Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,Conifer,"625",Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",0.023164621077199,-106.0270622736,39.0336625463
NM3636510508520180629,3C7899D1-1F0E-411F-833D-EF6A76F23906,MORRIS CREEK,Wildfire,"10012962",MTBS,Extended,"1785","36.355","-105.058",2018/06/29,"803303520170804","803303520190709",,"49","19","-970","-150","85","215","475",,7105.420423412204400,7051.000000000000000,7051.000000000000000,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,"7051","2051",Tr Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,Conifer,"625",Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",0.009844230726178,-105.0597909913,36.3524538706
CO3881510530620180629,4D671B6D-EAE4-4A96-B302-2C7A821072EC,CHATEAU,Wildfire,"10013258",MTBS,Extended,"1414","38.815","-105.3",2018/06/29,"803303320170719","803303320190709",,"-17","30","-970","-150","90","300","9999",Geomac perimeter modified,7122.872036426440900,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007591329372277,-105.3026992259,38.8038337284
CO3937110704320180703,50EAB58C-C58C-4A7D-9ED9-55B76D2EDFA7,LAKE CHRISTINE,Wildfire,"10013243",MTBS,Extended,"12506","39.419","-107.037",2018/07/03,"803503320170701","803503320190723",,"-10","32","-970","-150","50","319","610",GeoMAC perimeter modified,7127.357365154452054,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.025600095811633,-107.0505314936,39.4055225549
CO4022310665520180719,0610700E-2806-4CB9-8883-F37CC79B7075,SILVER CREEK,Wildfire,"10014588",MTBS,Extended,"20725","40.234","-106.587",2018/07/19,"803403220160909","803503220190925",,"-2","39","-970","-150","55","320","610",,7208.048616923109876,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.028578086535211,-106.5919093382,40.2677921263
NM3577110680320180720,CA7C6FC4-9AB0-49B4-8CF7-1E0C313E2D66,VENADO,Wildfire,"10013312",MTBS,Extended,"4007","35.784","-106.813",2018/07/20,"803403520180611","803403520190630",,"8","18","-970","-150","10","250","530","Used perimeter from RAVG. Distrubances other than single fire were present. RAVG came to same conclusion, so went with RAVG periemter.",7069.533163123716804,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.016894908270061,-106.8148529358,35.7836753022
CO3778110864120180722,C853D803-5D92-4AA8-8CC4-2FC986530D67,WEST GUARD,Wildfire,"10014405",MTBS,Initial,"1048","37.775","-108.652",2018/07/22,"803503420170701","803503420180805",,"20","30","-970","-150","90","360","9999",,7259.317275042444635,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.006180247769860,-108.6435679719,37.7715171792
CO3765810847420180722,0CEDB469-D049-4704-B471-B363D43543E4,PLATEAU,Wildfire,"10014406",MTBS,Extended,"19746","37.608","-108.476",2018/07/22,A12SYG20180719_30m,A12SYG20190704_30m,,"-36","39","-970","-150","-9999","290","585",,7147.659101404547982,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.034719647880416,-108.4478757253,37.6296995962
CO3940410789020180728,117BE473-AF98-4B69-BF1F-F85BA5233266,CACHE CREEK,Wildfire,"10013248",MTBS,Extended,"2690","39.402","-107.9",2018/07/28,"803503320170701","803503320190723",,"-21","12","-970","-150","60","328","620",GeoMAC perimeter modified.,7077.363981825691553,7055.000000000000000,7055.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,"7055","2055",Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,"639",Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"236","252","204","0.925490","0.988235","0.800000",0.010618421615336,-107.8905227826,39.4009426040
CO3991610764020180729,26402A84-6AC1-4998-BF65-E7DF3E330795,CABIN LAKE,Wildfire,"10012922",MTBS,Extended,"5765","39.919","-107.593",2018/07/29,"803503220170802","803503220190723",,"-7","9","-970","-150","50","275","590",GeoMAC perimeter modified.,7215.303632017273230,7052.000000000000000,7011.000000000000000,Rocky Mountain Aspen Forest and Woodland,"7011","2011",Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,"602","Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,"192","255","138","0.752941","1.000000","0.541176",0.011437377041966,-107.6108044342,39.9250204013
