Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,maj_veg_cl,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,x,y
WY4421810735719880814,,DORN DRAW II,Wildfire,"6308",MTBS,Extended,"1597","44.218","-107.357",1988/08/14,"503602919850817","503602919890828","503602919881012","-16","-9999","-970","-150","50","350","670",,7132.064129374041840,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-107.3575466584,44.2121878140
WY4431210701519880814,,LOST,Wildfire,"6387",MTBS,Extended,"13108","44.312","-107.015",1988/08/14,"503502919880701","503502919890704","503602919881012","22","-9999","-970","-150","105","279","500",,7128.155220944822759,7055.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-107.0119550339,44.3094068387
WY4472710734919911016,,UNNAMED,Wildfire,"7339",MTBS,Extended,"1003","44.727","-107.349",1991/10/16,"503602919910717","503602919920804","503602919911021","-31","-9999","-970","-150","60","368","695",,7104.830932860624671,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-107.3447360200,44.7231522471
WY4418610740819960825,,NBROKENBAC,Wildfire,"9340",MTBS,Initial,"4921","44.186","-107.408",1996/08/25,"503602919950829","503602919960831",,"16","-9999","-970","-150","70","293","550",,7150.299706214689650,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-107.4055520342,44.1881620648
WY4455610707419960826,,STOCKWELL,Wildfire,"9400",MTBS,Extended,"3009","44.556","-107.074",1996/08/26,"503602919960714","503602919970717","503602919960831","26","-9999","-970","-150","70","358","670",,7123.555374713323545,7057.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-107.0766304686,44.5444319278
WY4407610682620030719,,BIG SPRING,Wildfire,"12948",MTBS,Extended,"3322","44.076","-106.826",2003/07/19,"703502920020817","503502920040814","703502920030820","26","-9999","-970","-150","105","293","525",,7152.201311299926601,7139.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-106.8144640133,44.0796806289
WY4497710769520030809,,LITTLE HORN II,Wildfire,"13036",MTBS,Extended,"5754","44.977","-107.695",2003/08/09,"503602920030718","703602920040712",,"-20","-9999","-970","-150","70","342","640",,7172.545412365155244,7139.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-107.7153723192,44.9698117976
MT4515110810920050716,,BIG HORN,Wildfire,"13916",MTBS,Extended,"4899","45.151","-108.109",2005/07/16,"503602920050621","503602920060608",,"-6","-9999","-970","-150","50","178","350",,7174.702588555858711,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-108.1096687519,45.1589924087
WY4460310706220070809,,LITTLE GOOSE,Wildfire,"16131",MTBS,Extended,"4767","44.603","-107.062",2007/08/09,"503602920050707","503602920080731","503602920070830","0","-9999","-970","-150","190","324","525",,7221.927778813875193,7139.000000000000000,7139.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,"7139","2139",He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,"617",Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","191","102","1.000000","0.749020","0.400000",-107.0602540468,44.6008875453
WY4463410765120070813,,BONE CREEK,Wildfire,"16132",MTBS,Extended,"12776","44.634","-107.651",2007/08/13,"503602920050707","503602920080731",,"22","-9999","-970","-150","160","294","490",,7137.212185020186553,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-107.6284649907,44.6425635310
WY4452110742120110828,,RESERVOIR,Wildfire,"4470",MTBS,Extended,"1862","44.533","-107.397",2011/08/28,"503602920100822","703602920120702","703602920110902","2","-9999","-970","-250","65","239","453",,7195.494863831820112,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-107.3942566240,44.5328863868
WY4443210695920120814,,GILEAD,Wildfire,"1242",MTBS,Extended,"5374","44.427","-106.937",2012/08/14,"503602920110724","803602920130830",,"-37","-9999","-970","-150","110","362","650",,7126.975423062601294,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-106.9362395516,44.4349365664
WY4433410679520141108,6D08482F-03FA-47D9-8A5D-0A6FDA97AABE,WEST RANGE FIRE,Wildfire,"22721",MTBS,Initial,"1377","44.342","-106.8",2014/11/08,"803602920141105","803602920141207",,"41","-9999","-970","-150","50","195","380",,7156.079070517992477,7139.000000000000000,7139.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,"7139","2139",He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,"617",Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","191","102","1.000000","0.749020","0.400000",-106.7996708990,44.3403128750
WY4485010734520150802,BD6FA7E1-14C8-4794-BF65-3D832CD52127,SHEEP CREEK,Wildfire,"25477",MTBS,Extended,"1163","44.854","-107.344",2015/08/02,"803602920140801","803602920160705",,"35","20","-970","-150","50","297","570",,7157.227654698242986,7139.000000000000000,7139.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,"7139","2139",He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,"617",Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","191","102","1.000000","0.749020","0.400000",-107.3404548268,44.8570129367
WY4407610733120160722,5AA891C2-300C-4F32-9D5F-875AE246BE4C,HATCHERY,Wildfire,"10005160",MTBS,Extended,"2614","44.1","-107.307",2016/07/22,"803602920150820","803602920170724",,"-37","18","-970","-150","50","320","580",,7219.813484293862530,7139.000000000000000,7139.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,"7139","2139",He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,"617",Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","191","102","1.000000","0.749020","0.400000",-107.3025228654,44.1067250736
MT4529710862419890802,,UNNAMED,Wildfire,"6636",MTBS,Extended,"2758","45.297","-108.624",1989/08/02,"403702819890726","503702819900822","503702819890904","21","-9999","-970","-150","55","341","650",,7154.029926595144389,7125.000000000000000,7080.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,"7080","2080",Sh Inter-Mountain Basins Big Sagebrush Shrubland,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Evergreen shrubland,"130","101","72","0.509804","0.396078","0.282353",-108.6199487333,45.3060183518
MT4524310857119940810,,UNNAMED,Wildfire,"8176",MTBS,Extended,"3981","45.243","-108.571",1994/08/10,"503702919930627","503702919950617","503702919940817","27","-9999","-970","-150","15","195","405",,7181.420558659217932,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-108.5705590348,45.2594534787
MT4510810842220020714,,RED WAFFLE,Wildfire,"12479",MTBS,Extended,"5227","45.108","-108.422",2002/07/14,"503702920010719","503702920030709","503702920020924","3","-9999","-970","-150","60","263","500",,7133.849819033425774,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-108.4237716599,45.1141177697
MT4624911047919940909,,SMITH CREEK,Wildfire,"8408",MTBS,Extended,"1099","46.249","-110.479",1994/09/09,"503802819930618","503802819950811",,"50","-9999","-970","-150","50","326","625",Patchy burn,7122.059263754044878,7126.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-110.4676305618,46.2543419908
MT4598911039120030812,,ROUGH DRAW COMPLEX (SLIPPERY ROCK),Wildfire,"13013",MTBS,Extended,"1106","45.989","-110.391",2003/08/12,"703802820020705","503802820050721",,"33","-9999","-970","-150","150","363","625",,7144.846694796061456,7055.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.3957784995,45.9884877809
MT4622411032120170910,99EEEADE-ECB7-4728-B2CD-E291FAEE56FF,BLACKTAIL,Wildfire,"10009058",MTBS,Extended,"4029","46.23","-110.276",2017/09/10,"803802820160804","803802820180810","803802820180709","9","35","-970","-150","60","310","645",,7248.311209276642330,7140.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-110.2658853163,46.2238426685
MT4682310958219850720,,WEST GULCH,Wildfire,"5020",MTBS,Extended,"1159","46.823","-109.582",1985/07/20,"503802719850714","503802719860701","503802719850916","86","-9999","-970","-150","90","400","735",,7563.639224716945137,7166.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-109.5825052254,46.8220955057
MT4668710920119940908,,WINDY POINT,Wildfire,"8421",MTBS,Extended,"1028","46.687","-109.201",1994/09/08,"503802819910731","503802819950827","503802819940925","-40","-9999","-970","-150","55","288","550",,7113.308957161401850,7106.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-109.2006997854,46.6874511132
MT4670010914720010514,,TWIN COULE,Wildfire,"11891",MTBS,Extended,"2688","46.700","-109.147",2001/05/14,"703702820010508","503702820020519","703702820010524","-33","-9999","-970","-150","120","231","400",,7196.070879166321902,7126.000000000000000,7106.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,"7106","2106",Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"117","87","61","0.458824","0.341176","0.239216",-109.1532421843,46.6990535619
MT4716410933719911016,,BURNETTEPK,Wildfire,"7298",MTBS,Extended,"4644","47.164","-109.337",1991/10/16,"503802719900914","503802719920903","503802719911019","36","-9999","-970","-150","75","362","675",,7114.382796419510669,7061.000000000000000,7045.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,"7045","2045",Tr Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,Conifer,"625",Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-109.3407899538,47.1628865891
MT4679611048919850703,,SANDPOINT,Wildfire,"5019",MTBS,Extended,"10439","46.796","-110.489",1985/07/03,"503802819840625","503902719860724",,"-34","-9999","-970","-150","50","272","525",Minor revision made on 06142007,7264.177935412406441,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.4929659511,46.7914898852
MT4701411039419880824,,IRON CLAIM,Wildfire,"6372",MTBS,Extended,"1364","47.014","-110.394",1988/08/24,"503802719860701","503802719890725","503802719880908","-50","-9999","-970","-150","60","316","600",,7148.682404835811212,7126.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-110.3930111651,47.0136208521
MT4712011098019880902,,LICK CREEK,Wildfire,"6373",MTBS,Extended,"1177","47.120","-110.980",1988/09/02,"503902719880729","503902719890630",,"-3","-9999","-970","-150","150","350","600",,7153.893982267496540,7139.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-110.9858874295,47.1232055779
MT4697011032419901123,,TURKEY,Wildfire,"7082",MTBS,Extended,"5747","46.970","-110.324",1990/11/23,"503902719900703","503902719910706",,"40","-9999","-970","-150","160","408","700",,7203.988112754588656,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.3066404709,46.9711428751
MT4686911079019960812,,COYOTE,Wildfire,"9399",MTBS,Extended,"3320","46.869","-110.790",1996/08/12,"503902719960703","503902719970722",,"-38","-9999","-970","-150","150","350","600",,7177.116508106659239,7106.000000000000000,7050.000000000000000,Rocky Mountain Lodgepole Pine Forest,"7050","2050",Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,"622",Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"163","240","219","0.639216","0.941176","0.858824",-110.8209584039,46.8792796456
MT4677111055920000802,,JUDITH COMPLEX (LOST FORK RIDGE),Wildfire,"11384",MTBS,Extended,"1389","46.771","-110.559",2000/08/02,"503802820000723","703802820010702",,"34","-9999","-970","-150","100","345","625",,7124.562780269058749,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.5652233668,46.7714346359
MT4675411058120010903,,LOST FORK-MONARCH COMPLEX (LOST FORK),Wildfire,"12015",MTBS,Extended,"2313","46.754","-110.581",2001/09/03,"503902720010701","703902720020712",,"-60","-9999","-970","-150","150","350","600",,7138.274973560234685,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.5822262093,46.7533296426
MT4706811077420010903,,LOST FORK-MONARCH COMPLEX (MONARCH),Wildfire,"12016",MTBS,Extended,"1818","47.068","-110.774",2001/09/03,"503902720010701","703902720020712",,"-40","-9999","-970","-150","150","323","550",,7159.039731051344461,7126.000000000000000,7106.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,"7106","2106",Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"117","87","61","0.458824","0.341176","0.239216",-110.7749396692,47.0661100082
MT4675111061420030813,,BURNT RIDGE COMPLEX (ANT PARK),Wildfire,"13018",MTBS,Extended,"1777","46.751","-110.614",2003/08/13,"703902720020712","503902720040709",,"-41","-9999","-970","-150","190","365","600",,7133.885785848466185,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.6222839105,46.7481641281
MT4685111042420070619,,MIDDLE FORK,Wildfire,"16116",MTBS,Extended,"1117","46.851","-110.424",2007/06/19,"503802720060708","503802720080713",,"36","-9999","-970","-150","145","386","670",Very clear boundary around 95 percent of fire  a few external spots less clear,7128.822665056361075,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",-110.4319765464,46.8552643941
MT4690011056420201003,71A02566-8CF8-4343-95B2-6AA736CD62D3,YOGO,Wildfire,"10020847",MTBS,Extended,"4429","46.913","-110.513",2020/10/03,"803802720200714","803902720210708",,"-13","16","-970","-150","50","340","650",Used perimeter from BAER mapping with slight adjustments.,7245.971883315760351,7166.000000000000000,7166.000000000000000,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,"7166","2166",Tr Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,Conifer,"614",Douglas-fir Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-110.5527836219,46.9114471394
MT4696611179819901113,,BEARTOOTH COMPLEX,Wildfire,"7081",MTBS,Extended,"13462","46.966","-111.798",1990/11/13,"504002719890707","504002719910713",,"-23","-9999","-970","-150","150","350","600",,7271.038074629577750,7139.000000000000000,7139.000000000000000,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,"7139","2139",He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,Grassland,"617",Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","191","102","1.000000","0.749020","0.400000",-111.8421289102,46.9526838415
MT4714711180920070718,,NOVAK,Wildfire,"16384",MTBS,Extended,"1606","47.147","-111.809",2007/07/18,"503902720060731","503902720080805",,"58","-9999","-970","-150","85","307","565",,7127.434241460378871,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-111.8098037545,47.1513368704
MT4724211200820120722,,MISSION ROAD,Wildfire,"1843",MTBS,Initial,"3372","47.269","-111.999",2012/07/22,"504002720110821","704002720120730",,"-11","-9999","-970","-150","80","260","480",,7227.273548216992822,7125.000000000000000,7125.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,"7125","2125",Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"230","151","41","0.901961","0.592157","0.160784",-111.9999845373,47.2627409639
MT4684611418720030808,,BLACK MOUNTAIN 2,Wildfire,"13025",MTBS,Extended,"7405","46.846","-114.187",2003/08/08,"704102720020710","504102720040723",,"6","-9999","-970","-150","110","362","650",,7104.045169045830335,7053.000000000000000,7045.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,"7045","2045",Tr Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,Conifer,"625",Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-114.1760376233,46.8397563393
MT4703511414720070814,,BLACK CAT,Wildfire,"16385",MTBS,Extended,"8651","47.035","-114.147",2007/08/14,"504102720060814","704102720080726",,"-48","-9999","-970","-150","180","415","700",,7116.231983545442745,7106.000000000000000,7045.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,"7045","2045",Tr Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,Conifer,"625",Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-114.1491522728,47.0280817814
MT4667411426820170715,10D4ECEE-00D2-4053-9753-D9901EE5D5AB,LOLO PEAK,Wildfire,"10009049",MTBS,Extended,"62316","46.666","-114.242",2017/07/15,"804102820160724","804102820180730","804102820170929","-13","15","-970","-150","65","320","615",GeoMAC perimeter with some edits.,7169.771600091368782,7050.000000000000000,7045.000000000000000,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,"7045","2045",Tr Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,Conifer,"625",Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",-114.1967026375,46.6874986525
MT4635311433619880817,,TOTEM PEAK,Wildfire,"6351",MTBS,Extended,"6559","46.353","-114.336",1988/08/17,"504102819880727","504102819890714",,"11","-9999","-970","-150","200","368","600",,7658.883127013736157,7140.000000000000000,9018.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,"9018","2006",Sps Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,"700",Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,"100","100","100","0.392157","0.392157","0.392157",-114.3563129071,46.3553918069
